"module name","license","repository"
"orderedmap@2.1.1","MIT","https://github.com/marijnh/orderedmap"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"postcss@8.4.31","MIT","https://github.com/postcss/postcss"
"prismjs@1.30.0","MIT","https://github.com/PrismJS/prism"
"property-information@7.1.0","MIT","https://github.com/wooorm/property-information"
"prosemirror-changeset@2.3.1","MIT","https://github.com/prosemirror/prosemirror-changeset"
"prosemirror-collab@1.3.1","MIT","https://github.com/prosemirror/prosemirror-collab"
"prosemirror-commands@1.7.1","MIT","https://github.com/prosemirror/prosemirror-commands"
"prosemirror-dropcursor@1.8.2","MIT","https://github.com/prosemirror/prosemirror-dropcursor"
"prosemirror-gapcursor@1.3.2","MIT","https://github.com/prosemirror/prosemirror-gapcursor"
"prosemirror-history@1.4.1","MIT","https://github.com/prosemirror/prosemirror-history"
"prosemirror-inputrules@1.5.0","MIT","https://github.com/prosemirror/prosemirror-inputrules"
"prosemirror-keymap@1.2.3","MIT","https://github.com/prosemirror/prosemirror-keymap"
"prosemirror-markdown@1.13.2","MIT","https://github.com/prosemirror/prosemirror-markdown"
"prosemirror-menu@1.2.5","MIT","https://github.com/prosemirror/prosemirror-menu"
"prosemirror-model@1.25.2","MIT","https://github.com/prosemirror/prosemirror-model"
"prosemirror-schema-basic@1.2.4","MIT","https://github.com/prosemirror/prosemirror-schema-basic"
"prosemirror-schema-list@1.5.1","MIT","https://github.com/prosemirror/prosemirror-schema-list"
"prosemirror-state@1.4.3","MIT","https://github.com/prosemirror/prosemirror-state"
"prosemirror-tables@1.7.1","MIT","https://github.com/prosemirror/prosemirror-tables"
"prosemirror-trailing-node@3.0.0","MIT","https://github.com/remirror/remirror"
"prosemirror-transform@1.10.4","MIT","https://github.com/prosemirror/prosemirror-transform"
"prosemirror-view@1.40.1","MIT","https://github.com/prosemirror/prosemirror-view"
"punycode.js@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"radix-ui@1.4.2","MIT","https://github.com/radix-ui/primitives"
"raf-schd@4.0.3","MIT","https://github.com/alexreardon/raf-schd"
"react-day-picker@9.8.0","MIT","https://github.com/gpbl/react-day-picker"
"react-dnd-html5-backend@16.0.1","MIT","https://github.com/react-dnd/react-dnd"
"react-dnd@16.0.1","MIT","https://github.com/react-dnd/react-dnd"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-error-boundary@3.1.4","MIT","https://github.com/bvaughn/react-error-boundary"
"react-hook-form@7.61.0","MIT","https://github.com/react-hook-form/react-hook-form"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-markdown@10.1.0","MIT","https://github.com/remarkjs/react-markdown"
"react-redux@9.2.0","MIT","https://github.com/reduxjs/react-redux"
"react-remove-scroll-bar@2.3.8","MIT","https://github.com/theKashey/react-remove-scroll-bar"
"react-remove-scroll@2.7.1","MIT","https://github.com/theKashey/react-remove-scroll"
"react-style-singleton@2.2.3","MIT","https://github.com/theKashey/react-style-singleton"
"react-window@1.8.11","MIT","https://github.com/bvaughn/react-window"
"react@18.3.1","MIT","https://github.com/facebook/react"
"redux@4.2.1","MIT","https://github.com/reduxjs/redux"
"redux@5.0.1","MIT","https://github.com/reduxjs/redux"
"regex-recursion@6.0.2","MIT","https://github.com/slevithan/regex-recursion"
"regex-utilities@2.3.0","MIT","https://github.com/slevithan/regex-utilities"
"regex@6.0.1","MIT","https://github.com/slevithan/regex"
"remark-gfm@4.0.1","MIT","https://github.com/remarkjs/remark-gfm"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.2","MIT","https://github.com/remarkjs/remark-rehype"
"remark-stringify@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-stringify"
"rope-sequence@1.3.4","MIT","https://github.com/marijnh/rope-sequence"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"secure-json-parse@2.7.0","BSD-3-Clause","https://github.com/fastify/secure-json-parse"
"shiki@3.8.1","MIT","https://github.com/shikijs/shiki"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"space-separated-tokens@2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"streamsearch@1.1.0","MIT","https://github.com/mscdex/streamsearch"
"stringify-entities@4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"style-to-js@1.1.17","MIT","https://github.com/remarkablemark/style-to-js"
"style-to-object@1.0.9","MIT","https://github.com/remarkablemark/style-to-object"
"styled-jsx@5.1.1","MIT","https://github.com/vercel/styled-jsx"
"swr@2.3.4","MIT","https://github.com/vercel/swr"
"tabbable@6.2.0","MIT","https://github.com/focus-trap/tabbable"
"tailwind-merge@3.3.1","MIT","https://github.com/dcastil/tailwind-merge"
"throttleit@2.1.0","MIT","https://github.com/sindresorhus/throttleit"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"tr46@0.0.3","MIT","https://github.com/Sebmaster/tr46.js"
"trim-lines@3.0.1","MIT","https://github.com/wooorm/trim-lines"
"trough@2.2.0","MIT","https://github.com/wooorm/trough"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"tunnel-rat@0.1.2","MIT","https://github.com/pmndrs/tunnel-rat"
"uc.micro@2.1.0","MIT","https://github.com/markdown-it/uc.micro"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"unified@11.0.5","MIT","https://github.com/unifiedjs/unified"
"unist-util-is@6.0.0","MIT","https://github.com/syntax-tree/unist-util-is"
"unist-util-position@5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"unist-util-stringify-position@4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"unist-util-visit-parents@6.0.1","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"unist-util-visit@5.0.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"use-callback-ref@1.3.3","MIT","https://github.com/theKashey/use-callback-ref"
"use-sidecar@1.1.3","MIT","https://github.com/theKashey/use-sidecar"
"use-stick-to-bottom@1.1.1","MIT","https://github.com/stackblitz/use-stick-to-bottom"
"use-sync-external-store@1.5.0","MIT","https://github.com/facebook/react"
"vfile-message@4.0.2","MIT","https://github.com/vfile/vfile-message"
"vfile@6.0.3","MIT","https://github.com/vfile/vfile"
"w3c-keyname@2.2.8","MIT","https://github.com/marijnh/w3c-keyname"
"webidl-conversions@3.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-url@5.0.0","MIT","https://github.com/jsdom/whatwg-url"
"ws@8.18.3","MIT","https://github.com/websockets/ws"
"yjs@13.6.27","MIT","https://github.com/yjs/yjs"
"zod-to-json-schema@3.24.6","ISC","https://github.com/StefanTerdell/zod-to-json-schema"
"zod@3.25.76","MIT","https://github.com/colinhacks/zod"
"zustand@4.5.7","MIT","https://github.com/pmndrs/zustand"
"zustand@5.0.6","MIT","https://github.com/pmndrs/zustand"
"zwitch@2.0.4","MIT","https://github.com/wooorm/zwitch"
